OrderID,Date,Region,Product,Category,SalesAmount,UnitsSold,SalesRep
1378,01-09-2024,South,Cabinet,Furniture,1593.2,8,Ashley Zavala
1379,13-07-2024,East,Desk,Furniture,1336.62,2,Kristen Simpson
1380,07-12-2024,North,Monitor,Electronics,346.28,1,Dr. Christina Hamilton
1381,26-10-2024,East,Chair,Furniture,285.22,1,Miranda Winters
1382,01-05-2024,North,Monitor,Electronics,3837.7,10,Donald Kane
1383,25-06-2024,North,Bookshelf,Furniture,5110.74,9,Robert Garcia
1384,02-04-2024,West,Tablet,Electronics,1866.68,4,Michael Whitaker
1385,23-12-2024,North,Tablet,Electronics,2203.8,6,Matthew Ramirez
1386,29-12-2024,West,Desk,Furniture,1208.58,3,William Davidson
1387,26-09-2024,South,Bookshelf,Furniture,128.62,1,Derek Paul
1388,31-07-2024,South,Tablet,Electronics,3096.24,7,Joseph Guzman
1389,06-06-2024,South,Cabinet,Furniture,1911.05,5,Emily Estrada
1390,14-11-2024,East,Laptop,Electronics,10985.12,8,Walter Dixon
1391,22-10-2024,North,Printer,Electronics,1392.12,4,Amy Sims
1392,01-09-2024,North,Sofa,Furniture,10790.6,10,Allen Smith
1393,08-12-2024,South,Laptop,Electronics,15734.1,10,Roger Martinez
1394,16-01-2024,East,Chair,Furniture,628.74,9,Kevin Daniel
1395,05-01-2024,East,Sofa,Furniture,8372.5,5,David Gonzalez
1396,16-03-2024,East,Monitor,Electronics,4260.6,9,Matthew Phillips
1397,28-09-2024,North,Bookshelf,Furniture,1820.08,4,Rachel Jones
1398,29-06-2024,West,Monitor,Electronics,2778.5,10,Barry Vasquez
1399,22-10-2024,South,Monitor,Electronics,439.76,2,Brian Huynh
1400,20-12-2024,South,Monitor,Electronics,1915.5,10,Laura Lawson
1401,05-06-2024,East,Chair,Furniture,1058.32,8,Melissa Walker
1402,03-01-2024,West,Chair,Furniture,874.56,4,Richard King
1403,26-07-2024,South,Tablet,Electronics,5336.5,10,Charles Solis
1404,12-03-2024,West,Desk,Furniture,1662.92,4,Frank Tran
1405,20-04-2024,East,Monitor,Electronics,2790.9,9,Adrienne Le
1406,03-08-2024,West,Laptop,Electronics,1802.31,1,Bethany Logan
1407,27-05-2024,North,Desk,Furniture,2707.32,6,Kathy Mccormick
1408,28-01-2024,South,Tablet,Electronics,4557.14,7,Lucas Sanchez DDS
1409,02-08-2024,East,Chair,Furniture,2714,10,Joseph Mcpherson
1410,10-11-2024,South,Cabinet,Furniture,1721.6,8,Thomas Kelly
1411,18-04-2024,South,Laptop,Electronics,9697.6,8,Emily Gonzalez
1412,06-03-2024,West,Cabinet,Furniture,639.28,2,Michael Grant
1413,08-07-2024,South,Tablet,Electronics,1744.8,4,Gary Williams
1414,07-11-2024,South,Desk,Furniture,439.92,1,Amy Charles
1415,29-10-2024,West,Bookshelf,Furniture,1964,5,Gina Wyatt
1416,25-02-2024,West,Chair,Furniture,174.48,3,Dennis Brown
1417,13-02-2024,North,Bookshelf,Furniture,2972.58,6,Joshua Burnett
1418,20-03-2024,East,Tablet,Electronics,3320.16,8,Kelly Walter
1419,26-08-2024,North,Desk,Furniture,351.9,1,Shelby Moore
1420,22-08-2024,North,Sofa,Furniture,16248.51,9,Louis Walker
1421,28-04-2024,East,Cabinet,Furniture,3477.8,10,Mary Smith
1422,10-01-2024,East,Laptop,Electronics,13252.86,9,Terrence Rogers
1423,16-12-2024,North,Bookshelf,Furniture,534.24,3,Luis Butler
1424,29-05-2024,North,Laptop,Electronics,13775.3,10,Thomas Valenzuela
1425,28-05-2024,South,Sofa,Furniture,828.97,1,Karen Green
1426,26-04-2024,East,Tablet,Electronics,3654.21,7,Rodney Novak
1427,19-08-2024,South,Monitor,Electronics,346.64,1,Kevin Boyd
1428,27-06-2024,North,Tablet,Electronics,2075.52,6,Frank Nichols
1429,25-01-2024,West,Cabinet,Furniture,2404.64,4,Anna Newton
1430,01-04-2024,North,Phone,Electronics,3502.8,5,Sheri Thomas
1431,09-01-2024,South,Printer,Electronics,792.4,7,Maria Evans
1432,20-07-2024,North,Sofa,Furniture,1411.01,1,Adam White
1433,27-05-2024,South,Printer,Electronics,341.16,2,David Robinson
1434,08-02-2024,South,Tablet,Electronics,2827.12,8,Jonathan Powell
1435,14-03-2024,East,Printer,Electronics,2552.48,7,Robyn Boyd
1436,09-08-2024,West,Sofa,Furniture,7074.75,5,Terry Griffin
1437,14-10-2024,East,Bookshelf,Furniture,3613.76,8,Miguel Savage
1438,08-01-2024,West,Tablet,Electronics,4814.6,7,Jade Brooks
1439,13-12-2024,South,Chair,Furniture,711.36,8,Joseph Hughes
1440,28-02-2024,East,Phone,Electronics,2220.96,3,Craig Williams
1441,20-07-2024,West,Sofa,Furniture,4042.64,4,Timothy Alexander
1442,15-11-2024,East,Monitor,Electronics,4324.5,10,Jodi Watkins
1443,13-04-2024,West,Monitor,Electronics,1347.39,3,Bradley Berry
1444,05-02-2024,South,Monitor,Electronics,657.26,2,Paul Smith
1445,28-03-2024,South,Chair,Furniture,673.2,6,Derek Harvey
1446,26-08-2024,North,Chair,Furniture,2544.2,10,William Myers
1447,13-05-2024,North,Cabinet,Furniture,4287.78,9,Kayla Baker
1448,26-10-2024,West,Printer,Electronics,1051.17,3,Andrea Campbell
1449,25-03-2024,East,Sofa,Furniture,1214.95,1,Johnny Terry
1450,03-12-2024,West,Bookshelf,Furniture,3444.4,10,Briana Baker
1451,12-09-2024,North,Sofa,Furniture,5946.96,3,Matthew Brooks
1452,14-02-2024,East,Cabinet,Furniture,2750.64,8,Edwin Mendez
1453,29-04-2024,South,Monitor,Electronics,2884.44,6,Marc Blanchard
1454,30-01-2024,West,Tablet,Electronics,2669.24,7,Joel Thomas
1455,02-07-2024,East,Laptop,Electronics,13486.23,9,Bryan Valdez
1456,05-09-2024,South,Monitor,Electronics,192.85,1,William May
1457,04-08-2024,South,Desk,Furniture,2694.51,7,Angela Lopez
1458,04-03-2024,West,Chair,Furniture,614.88,7,Jason Odonnell
1459,10-12-2024,South,Laptop,Electronics,8420.9,5,Patrick Kramer
1460,09-04-2024,East,Desk,Furniture,3171.6,10,Miguel Davis
1461,03-08-2024,South,Desk,Furniture,5539.38,7,Autumn Molina
1462,30-03-2024,North,Cabinet,Furniture,2671.62,7,Mrs. Amanda Pratt
1463,14-10-2024,East,Cabinet,Furniture,2682.48,6,Olivia Bell
1464,23-11-2024,East,Laptop,Electronics,7588.45,5,Sarah Brown
1465,20-03-2024,West,Tablet,Electronics,532.34,1,Tara Knight
1466,18-05-2024,South,Sofa,Furniture,8637.65,7,Tiffany Bradley
1467,12-10-2024,South,Desk,Furniture,2904,10,Paul Phillips
1468,09-11-2024,West,Laptop,Electronics,16020.81,9,Tara Lang
1469,10-05-2024,West,Chair,Furniture,468.04,4,Veronica King
1470,26-10-2024,West,Printer,Electronics,442.2,2,Wendy Jackson
1471,05-05-2024,South,Phone,Electronics,1540.86,2,Julia Nelson
1472,23-04-2024,North,Chair,Furniture,1187.65,5,Sean Murphy
1473,07-04-2024,North,Cabinet,Furniture,700.84,4,Lindsey Owen
1474,26-06-2024,North,Bookshelf,Furniture,923.49,9,Jackie Johnson
1475,15-05-2024,West,Monitor,Electronics,1883.44,4,Vanessa Glenn
1476,19-03-2024,West,Laptop,Electronics,19599.4,10,Patrick Valdez
1477,14-06-2024,West,Laptop,Electronics,1703.49,1,Nathaniel Robbins
1478,03-09-2024,South,Sofa,Furniture,6794.96,8,Tamara Kerr
1479,30-09-2024,North,Sofa,Furniture,11446.1,10,Brenda Harper
1480,26-02-2024,West,Phone,Electronics,5423.52,6,Jessica Allen
1481,22-08-2024,West,Chair,Furniture,2189.7,10,Samuel Brown
1482,07-02-2024,South,Phone,Electronics,4974.24,8,Jasmine Underwood
1483,03-11-2024,West,Tablet,Electronics,5201.5,10,Terri Cisneros
1484,21-05-2024,East,Tablet,Electronics,902.4,3,Lisa Riley
1485,17-06-2024,North,Laptop,Electronics,5175.88,4,Kimberly Rose
1486,01-04-2024,South,Printer,Electronics,2346.9,10,Adam Aguirre
1487,04-08-2024,North,Tablet,Electronics,6155.19,9,Joseph Lutz
1488,16-04-2024,East,Phone,Electronics,6959.61,9,Miss Susan Smith
1489,13-07-2024,North,Monitor,Electronics,2875.4,10,Mr. Derrick Pace DDS
1490,21-06-2024,East,Printer,Electronics,709.02,2,Elizabeth Fleming
1491,25-07-2024,East,Desk,Furniture,3338.7,5,Pamela Gamble
1492,16-04-2024,East,Sofa,Furniture,16277.4,9,Kenneth White
1493,11-05-2024,South,Phone,Electronics,6377.04,8,Daniel Kemp
1494,23-01-2024,North,Phone,Electronics,6620.88,7,Bethany Perez
1495,03-11-2024,West,Tablet,Electronics,606.54,1,Anthony Bird
1496,03-06-2024,East,Laptop,Electronics,6395.85,5,Tiffany Medina
1497,18-12-2024,North,Desk,Furniture,4800.48,8,Frank Taylor
1498,28-02-2024,North,Monitor,Electronics,1294.08,8,Barry Gomez
1499,08-08-2024,East,Phone,Electronics,6916.59,9,Cheryl Wilson
1500,11-07-2024,South,Bookshelf,Furniture,2856.65,5,Andrew Gonzalez
